Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
2025-03-15,Sydney,44.7,41,28.9,7.69,Foggy
2025-03-15,Toronto,21.9,55,37.6,3.13,Partly Cloudy
2025-03-15,Berlin,42.0,54,25.3,6.65,Stormy
2025-03-15,Mumbai,19.9,32,8.8,0.0,Partly Cloudy
2025-03-15,Singapore,15.1,39,22.5,2.44,Windy
2025-03-16,Riyadh,44.6,25,9.4,0.91,Windy
2025-03-16,Jeddah,17.6,50,33.8,4.29,Stormy
2025-03-16,Dammam,28.8,67,26.4,3.87,Foggy
2025-03-16,Dubai,7.7,78,24.1,6.62,Cloudy
2025-03-16,Doha,8.1,33,32.9,4.05,Sunny
2025-03-16,Cairo,16.5,70,31.5,0.0,Stormy
2025-03-16,London,44.4,73,18.6,4.04,Foggy
2025-03-16,New York,19.5,61,35.9,0.0,Stormy
2025-03-16,Tokyo,42.2,89,7.2,9.77,Windy
2025-03-16,Paris,15.3,33,4.3,0.0,Stormy
2025-03-16,Sydney,24.7,64,26.3,8.42,Rainy
2025-03-16,Toronto,15.8,77,17.7,14.44,Foggy
2025-03-16,Berlin,28.3,37,28.0,1.07,Stormy
2025-03-16,Mumbai,5.0,58,28.9,6.75,Rainy
2025-03-16,Singapore,8.4,95,4.6,0.0,Stormy
2025-03-17,Riyadh,34.8,54,33.6,15.96,Sunny
2025-03-17,Jeddah,9.8,41,24.8,0.0,Foggy
2025-03-17,Dammam,43.1,57,29.3,1.45,Sunny
2025-03-17,Dubai,35.5,80,16.5,3.82,Cloudy
2025-03-17,Doha,33.6,30,26.8,1.98,Windy
2025-03-17,Cairo,30.2,26,23.6,10.64,Foggy
2025-03-17,London,34.9,80,16.0,0.0,Windy
2025-03-17,New York,32.7,75,34.7,1.83,Sunny
2025-03-17,Tokyo,32.9,37,16.5,9.07,Stormy
2025-03-17,Paris,6.7,81,28.3,6.98,Windy
2025-03-17,Sydney,38.8,51,34.9,0.0,Cloudy
2025-03-17,Toronto,32.1,39,13.0,0.68,Partly Cloudy
2025-03-17,Berlin,40.8,52,5.7,0.0,Partly Cloudy
2025-03-17,Mumbai,33.4,90,15.3,7.31,Foggy
2025-03-17,Singapore,17.0,26,26.9,0.0,Rainy
2025-03-18,Riyadh,22.1,50,22.5,0.75,Cloudy
2025-03-18,Jeddah,9.2,36,29.9,0.84,Foggy
2025-03-18,Dammam,9.1,82,7.9,0.0,Sunny
2025-03-18,Dubai,28.7,91,1.5,15.94,Rainy
2025-03-18,Doha,16.4,31,8.5,9.78,Foggy
2025-03-18,Cairo,24.2,85,28.6,4.95,Cloudy
2025-03-18,London,27.5,45,2.0,11.14,Stormy
2025-03-18,New York,35.3,78,22.5,3.8,Cloudy
2025-03-18,Tokyo,15.1,39,5.2,0.0,Stormy
2025-03-18,Paris,40.5,53,17.7,2.12,Sunny
2025-03-18,Sydney,17.1,68,37.1,0.0,Windy
2025-03-18,Toronto,5.4,48,29.7,7.7,Foggy
2025-03-18,Berlin,11.3,45,9.6,1.25,Partly Cloudy
2025-03-18,Mumbai,44.8,33,33.2,5.9,Stormy
2025-03-18,Singapore,8.6,66,32.7,10.0,Foggy
2025-03-19,Riyadh,25.3,40,12.6,0.0,Partly Cloudy
2025-03-19,Jeddah,39.0,50,24.7,2.04,Cloudy
2025-03-19,Dammam,14.8,30,10.0,2.34,Windy
2025-03-19,Dubai,39.7,30,8.5,4.26,Rainy
2025-03-19,Doha,34.9,30,1.4,0.0,Windy
2025-03-19,Cairo,18.7,40,22.2,5.2,Foggy
2025-03-19,London,38.5,63,10.1,3.54,Foggy
2025-03-19,New York,13.7,84,21.5,0.0,Windy
2025-03-19,Tokyo,16.8,54,2.8,2.74,Sunny
2025-03-19,Paris,9.2,89,16.0,1.08,Sunny
2025-03-19,Sydney,16.4,53,39.7,6.78,Partly Cloudy
2025-03-19,Toronto,26.3,29,13.6,0.0,Cloudy
2025-03-19,Berlin,10.1,26,28.3,8.67,Sunny
2025-03-19,Mumbai,31.7,79,28.0,8.99,Rainy
2025-03-19,Singapore,21.5,71,35.6,5.05,Rainy
2025-03-20,Riyadh,26.0,45,29.3,4.24,Windy
2025-03-20,Jeddah,9.0,84,4.5,6.39,Partly Cloudy
2025-03-20,Dammam,18.6,56,13.2,0.0,Rainy
2025-03-20,Dubai,40.7,74,39.7,0.0,Partly Cloudy
2025-03-20,Doha,27.9,61,30.5,0.0,Windy
2025-03-20,Cairo,13.3,82,3.4,5.47,Rainy
2025-03-20,London,27.7,27,8.0,14.86,Rainy
2025-03-20,New York,6.6,66,12.7,2.46,Foggy
2025-03-20,Tokyo,20.0,34,25.5,2.81,Partly Cloudy
2025-03-20,Paris,39.1,88,23.8,0.0,Windy
2025-03-20,Sydney,5.7,70,11.1,0.0,Sunny
2025-03-20,Toronto,34.1,37,7.4,0.0,Stormy
2025-03-20,Berlin,39.3,40,5.4,9.07,Partly Cloudy
2025-03-20,Mumbai,34.8,42,23.4,0.0,Foggy
2025-03-20,Singapore,40.9,43,7.0,1.71,Sunny
2025-03-21,Riyadh,8.8,93,19.3,0.0,Stormy
2025-03-21,Jeddah,14.0,39,2.5,4.3,Windy
2025-03-21,Dammam,13.4,75,15.8,0.0,Foggy
2025-03-21,Dubai,27.4,55,6.2,6.65,Cloudy
2025-03-21,Doha,18.0,61,25.4,4.32,Foggy
2025-03-21,Cairo,26.7,67,34.1,14.34,Stormy
2025-03-21,London,32.3,44,24.7,1.11,Stormy
2025-03-21,New York,27.3,80,17.0,0.0,Cloudy
2025-03-21,Tokyo,5.3,79,3.0,0.0,Rainy
2025-03-21,Paris,6.2,60,34.2,2.38,Windy
2025-03-21,Sydney,28.7,78,28.1,3.64,Sunny
2025-03-21,Toronto,17.3,20,31.1,3.28,Windy
2025-03-21,Berlin,16.5,20,7.7,5.04,Rainy
2025-03-21,Mumbai,9.5,38,29.4,7.36,Cloudy
2025-03-21,Singapore,11.5,56,3.1,0.0,Sunny
2025-03-22,Riyadh,41.5,70,7.4,0.0,Stormy
2025-03-22,Jeddah,20.5,93,22.5,8.78,Partly Cloudy
2025-03-22,Dammam,42.8,88,16.3,0.67,Partly Cloudy
2025-03-22,Dubai,25.3,66,2.8,2.72,Sunny
2025-03-22,Doha,16.8,44,1.3,3.13,Stormy
2025-03-22,Cairo,23.9,44,36.6,1.45,Stormy
2025-03-22,London,43.1,46,33.3,5.6,Windy
2025-03-22,New York,5.9,53,17.7,0.0,Cloudy
2025-03-22,Tokyo,26.9,29,24.9,11.79,Sunny
2025-03-22,Paris,14.7,39,29.4,3.97,Rainy
2025-03-22,Sydney,8.5,95,10.1,5.15,Rainy
2025-03-22,Toronto,12.9,92,30.0,0.0,Partly Cloudy
2025-03-22,Berlin,41.5,58,15.4,5.01,Stormy
2025-03-22,Mumbai,42.7,88,32.6,0.0,Cloudy
2025-03-22,Singapore,22.1,44,7.9,5.31,Stormy
2025-03-23,Riyadh,28.9,63,4.9,11.87,Cloudy
2025-03-23,Jeddah,13.9,26,29.6,0.19,Stormy
2025-03-23,Dammam,18.9,41,26.9,0.0,Stormy
2025-03-23,Dubai,9.3,82,39.5,0.0,Partly Cloudy
2025-03-23,Doha,35.5,94,7.3,4.01,Cloudy
2025-03-23,Cairo,9.3,64,8.5,3.81,Partly Cloudy
2025-03-23,London,19.3,40,32.9,7.47,Stormy
2025-03-23,New York,38.6,55,7.3,0.0,Partly Cloudy
2025-03-23,Tokyo,16.2,41,18.6,0.0,Sunny
2025-03-23,Paris,5.6,93,39.3,0.0,Partly Cloudy
2025-03-23,Sydney,30.7,32,4.0,0.0,Windy
2025-03-23,Toronto,9.5,32,7.9,7.47,Cloudy
2025-03-23,Berlin,32.5,65,15.9,0.0,Windy
2025-03-23,Mumbai,24.5,71,9.2,5.36,Cloudy
2025-03-23,Singapore,25.5,78,16.5,0.0,Cloudy
2025-03-24,Riyadh,35.9,92,34.4,7.22,Windy
2025-03-24,Jeddah,19.6,65,27.7,4.52,Foggy
2025-03-24,Dammam,21.4,28,32.6,0.53,Sunny
2025-03-24,Dubai,40.2,63,3.0,0.0,Partly Cloudy
2025-03-24,Doha,10.3,60,13.1,3.14,Partly Cloudy
2025-03-24,Cairo,29.0,86,4.2,6.28,Partly Cloudy
2025-03-24,London,40.8,38,31.4,3.48,Partly Cloudy
2025-03-24,New York,37.0,38,39.5,0.0,Foggy
2025-03-24,Tokyo,19.9,39,11.3,0.0,Partly Cloudy
2025-03-24,Paris,17.5,57,38.1,5.29,Stormy
2025-03-24,Sydney,43.1,59,21.6,8.47,Cloudy
2025-03-24,Toronto,34.3,39,12.8,0.0,Rainy
2025-03-24,Berlin,19.1,34,33.6,4.44,Sunny
2025-03-24,Mumbai,5.2,43,24.1,6.83,Cloudy
2025-03-24,Singapore,6.8,45,34.8,6.42,Stormy
2025-03-25,Riyadh,15.4,78,29.1,2.76,Foggy
2025-03-25,Jeddah,9.9,32,29.1,6.51,Rainy
2025-03-25,Dammam,21.1,37,28.5,5.42,Foggy
2025-03-25,Dubai,5.7,20,38.7,7.01,Foggy
2025-03-25,Doha,11.8,26,30.5,6.11,Sunny
2025-03-25,Cairo,26.1,27,21.2,0.0,Foggy
2025-03-25,London,15.4,75,34.8,1.75,Rainy
2025-03-25,New York,25.0,38,27.2,9.56,Partly Cloudy
2025-03-25,Tokyo,34.4,62,39.0,5.51,Windy
2025-03-25,Paris,26.5,68,17.6,3.56,Foggy
2025-03-25,Sydney,12.4,38,12.4,0.0,Foggy
2025-03-25,Toronto,41.4,24,24.3,3.26,Foggy
2025-03-25,Berlin,27.1,54,35.7,0.48,Stormy
2025-03-25,Mumbai,25.8,95,17.2,0.0,Cloudy
2025-03-25,Singapore,29.0,44,32.5,0.0,Stormy
2025-03-26,Riyadh,6.9,23,8.2,5.05,Stormy
2025-03-26,Jeddah,11.4,58,10.2,0.0,Rainy
2025-03-26,Dammam,8.8,70,28.1,0.0,Cloudy
2025-03-26,Dubai,18.1,22,35.0,0.0,Windy
2025-03-26,Doha,11.9,24,38.9,3.65,Cloudy
2025-03-26,Cairo,22.5,31,16.1,0.0,Windy
2025-03-26,London,35.4,22,28.0,0.0,Rainy
2025-03-26,New York,24.7,70,28.1,5.89,Windy
2025-03-26,Tokyo,37.4,23,6.3,2.35,Windy
2025-03-26,Paris,15.2,37,20.1,2.1,Partly Cloudy
2025-03-26,Sydney,20.6,42,19.4,0.0,Sunny
2025-03-26,Toronto,40.6,46,11.1,3.65,Sunny
2025-03-26,Berlin,7.5,35,36.2,1.77,Stormy
2025-03-26,Mumbai,31.0,70,25.0,0.0,Foggy
2025-03-26,Singapore,43.2,76,10.1,0.0,Windy
2025-03-27,Riyadh,6.8,34,5.6,16.99,Cloudy
2025-03-27,Jeddah,11.5,60,8.7,12.86,Partly Cloudy
2025-03-27,Dammam,43.4,51,3.2,0.0,Sunny
2025-03-27,Dubai,7.7,34,39.5,2.95,Partly Cloudy
2025-03-27,Doha,17.2,92,12.7,3.06,Cloudy
2025-03-27,Cairo,28.6,93,22.8,0.0,Partly Cloudy
2025-03-27,London,44.3,92,21.4,0.0,Stormy
2025-03-27,New York,7.3,57,31.1,0.0,Cloudy
2025-03-27,Tokyo,26.3,67,36.0,13.05,Stormy
2025-03-27,Paris,39.3,80,8.8,3.03,Partly Cloudy
2025-03-27,Sydney,35.1,94,37.4,0.0,Cloudy
2025-03-27,Toronto,18.9,41,23.7,0.0,Rainy
2025-03-27,Berlin,16.0,38,31.8,6.08,Cloudy
2025-03-27,Mumbai,17.5,59,19.2,0.0,Cloudy
2025-03-27,Singapore,34.1,61,21.4,2.91,Foggy
2025-03-28,Riyadh,21.5,49,16.6,1.84,Rainy
2025-03-28,Jeddah,18.1,42,0.4,0.0,Foggy
2025-03-28,Dammam,34.0,32,38.8,0.0,Windy
2025-03-28,Dubai,20.3,56,32.1,3.14,Sunny
2025-03-28,Doha,26.9,48,27.3,13.04,Rainy
2025-03-28,Cairo,35.3,24,14.1,0.0,Foggy
2025-03-28,London,13.1,71,10.7,0.0,Rainy
2025-03-28,New York,22.6,79,13.1,0.0,Windy
2025-03-28,Tokyo,18.8,66,17.5,1.6,Stormy
2025-03-28,Paris,39.3,92,30.7,1.28,Foggy
2025-03-28,Sydney,9.5,91,7.3,5.96,Foggy
2025-03-28,Toronto,27.2,26,2.4,0.0,Stormy
2025-03-28,Berlin,18.9,95,29.0,2.6,Partly Cloudy
2025-03-28,Mumbai,17.2,26,21.6,0.0,Rainy
2025-03-28,Singapore,25.1,45,8.8,1.94,Stormy
2025-03-29,Riyadh,17.3,21,28.9,7.37,Partly Cloudy
2025-03-29,Jeddah,21.5,65,26.9,0.0,Foggy
2025-03-29,Dammam,25.3,41,20.4,6.37,Cloudy
2025-03-29,Dubai,44.1,52,18.6,0.0,Partly Cloudy
2025-03-29,Doha,37.3,34,2.0,10.6,Sunny
2025-03-29,Cairo,30.1,71,18.8,0.0,Partly Cloudy
2025-03-29,London,9.1,26,26.0,0.0,Partly Cloudy
2025-03-29,New York,37.7,60,26.6,2.15,Foggy
2025-03-29,Tokyo,13.5,51,0.2,4.66,Foggy
2025-03-29,Paris,20.6,64,39.0,9.03,Partly Cloudy
2025-03-29,Sydney,7.4,61,1.4,0.0,Windy
2025-03-29,Toronto,24.8,89,1.6,0.0,Stormy
2025-03-29,Berlin,5.3,27,36.2,0.89,Cloudy
2025-03-29,Mumbai,43.5,69,38.2,4.06,Sunny
2025-03-29,Singapore,43.7,94,26.0,0.0,Rainy
2025-03-30,Riyadh,9.1,62,14.3,7.08,Rainy
2025-03-30,Jeddah,19.6,58,15.8,7.99,Partly Cloudy
2025-03-30,Dammam,33.4,21,32.5,0.0,Cloudy
2025-03-30,Dubai,27.2,20,14.9,6.2,Sunny
2025-03-30,Doha,13.4,35,36.1,5.27,Partly Cloudy
2025-03-30,Cairo,39.9,64,0.0,1.13,Partly Cloudy
2025-03-30,London,19.3,48,27.7,0.0,Foggy
2025-03-30,New York,42.1,86,9.1,4.15,Cloudy
2025-03-30,Tokyo,35.1,64,0.4,4.77,Sunny
2025-03-30,Paris,38.1,52,14.7,2.17,Partly Cloudy
2025-03-30,Sydney,17.5,94,17.2,0.0,Partly Cloudy
2025-03-30,Toronto,8.4,53,29.3,7.88,Rainy
2025-03-30,Berlin,24.2,54,3.6,0.0,Stormy
2025-03-30,Mumbai,33.5,21,26.1,7.69,Windy
2025-03-30,Singapore,11.6,70,6.2,6.64,Sunny
2025-03-31,Riyadh,23.5,34,13.9,0.0,Partly Cloudy
2025-03-31,Jeddah,41.0,33,30.9,3.95,Cloudy
2025-03-31,Dammam,23.2,77,8.7,10.28,Partly Cloudy
2025-03-31,Dubai,15.2,87,19.3,9.24,Stormy
2025-03-31,Doha,20.1,82,0.8,8.33,Sunny
2025-03-31,Cairo,9.2,52,34.8,7.53,Sunny
2025-03-31,London,31.1,89,24.1,9.36,Windy
2025-03-31,New York,26.8,69,36.8,0.0,Cloudy
2025-03-31,Tokyo,37.9,35,34.4,0.0,Rainy
2025-03-31,Paris,8.2,25,33.0,5.95,Sunny
2025-03-31,Sydney,32.4,66,31.6,5.53,Foggy
2025-03-31,Toronto,41.1,46,1.9,0.0,Foggy
2025-03-31,Berlin,11.2,95,0.4,2.48,Foggy
2025-03-31,Mumbai,31.6,88,28.7,0.0,Rainy
2025-03-31,Singapore,36.6,70,19.1,0.02,Rainy
2025-04-01,Riyadh,31.6,95,15.1,0.0,Sunny
2025-04-01,Jeddah,27.0,24,35.7,4.31,Stormy
2025-04-01,Dammam,27.1,91,28.5,2.06,Stormy
2025-04-01,Dubai,10.9,51,1.3,11.49,Foggy
2025-04-01,Doha,41.8,64,9.2,7.3,Foggy
2025-04-01,Cairo,10.5,27,36.6,7.9,Stormy
2025-04-01,London,39.6,86,10.3,8.28,Cloudy
2025-04-01,New York,21.3,30,8.9,0.0,Partly Cloudy
2025-04-01,Tokyo,38.5,90,39.4,0.0,Cloudy
2025-04-01,Paris,27.1,30,0.8,1.17,Sunny
2025-04-01,Sydney,11.8,67,15.8,5.13,Rainy
2025-04-01,Toronto,36.8,55,35.6,2.37,Partly Cloudy
2025-04-01,Berlin,42.0,79,3.1,14.19,Stormy
2025-04-01,Mumbai,36.6,75,39.1,5.09,Sunny
2025-04-01,Singapore,19.2,23,3.3,1.76,Cloudy
2025-04-02,Riyadh,13.8,82,11.6,6.52,Rainy
2025-04-02,Jeddah,34.7,71,15.3,0.0,Sunny
2025-04-02,Dammam,15.9,84,38.3,8.84,Sunny
2025-04-02,Dubai,17.6,42,17.7,2.7,Windy
2025-04-02,Doha,19.2,64,33.6,3.02,Rainy
2025-04-02,Cairo,19.7,63,35.8,0.01,Stormy
2025-04-02,London,35.3,45,9.1,0.41,Sunny
2025-04-02,New York,26.3,86,27.3,0.0,Stormy
2025-04-02,Tokyo,29.4,23,14.4,4.06,Partly Cloudy
2025-04-02,Paris,25.8,81,24.7,5.36,Partly Cloudy
2025-04-02,Sydney,37.7,28,21.0,0.0,Stormy
2025-04-02,Toronto,37.1,64,27.4,2.46,Foggy
2025-04-02,Berlin,19.8,69,34.0,0.8,Cloudy
2025-04-02,Mumbai,41.0,77,24.2,0.0,Partly Cloudy
2025-04-02,Singapore,38.3,63,26.1,11.67,Rainy
2025-04-03,Riyadh,40.5,43,18.6,0.75,Cloudy
2025-04-03,Jeddah,23.9,46,3.5,4.95,Sunny
2025-04-03,Dammam,34.5,54,4.7,0.0,Foggy
2025-04-03,Dubai,13.9,57,23.8,4.49,Sunny
2025-04-03,Doha,37.1,82,2.2,3.26,Windy
2025-04-03,Cairo,33.3,25,21.9,9.01,Stormy
2025-04-03,London,43.2,91,12.3,5.86,Cloudy
2025-04-03,New York,11.4,59,22.4,2.95,Windy
2025-04-03,Tokyo,6.0,75,19.9,1.97,Stormy
2025-04-03,Paris,6.5,57,19.2,0.0,Sunny
2025-04-03,Sydney,8.1,24,38.6,6.01,Cloudy
2025-04-03,Toronto,27.4,22,5.2,1.05,Windy
2025-04-03,Berlin,25.5,63,39.6,4.98,Foggy
2025-04-03,Mumbai,23.8,54,39.3,3.11,Rainy
2025-04-03,Singapore,14.6,50,34.3,0.0,Partly Cloudy
2025-04-04,Riyadh,16.3,23,25.0,4.61,Sunny
2025-04-04,Jeddah,34.1,54,38.8,0.0,Rainy
2025-04-04,Dammam,39.2,81,11.6,4.53,Partly Cloudy
2025-04-04,Dubai,32.6,90,13.9,0.0,Foggy
2025-04-04,Doha,15.4,93,31.4,0.0,Partly Cloudy
2025-04-04,Cairo,22.5,60,18.2,1.77,Partly Cloudy
2025-04-04,London,8.8,68,39.9,10.45,Cloudy
2025-04-04,New York,12.2,39,26.9,0.0,Sunny
2025-04-04,Tokyo,27.2,55,15.1,4.45,Rainy
2025-04-04,Paris,11.3,84,17.6,0.0,Cloudy
2025-04-04,Sydney,33.4,79,20.2,0.94,Foggy
2025-04-04,Toronto,40.5,30,38.6,0.0,Stormy
2025-04-04,Berlin,12.3,75,8.8,9.3,Partly Cloudy
2025-04-04,Mumbai,13.5,53,12.9,0.0,Sunny
2025-04-04,Singapore,14.7,33,13.7,5.43,Sunny
2025-04-05,Riyadh,10.0,80,1.8,8.79,Cloudy
2025-04-05,Jeddah,6.8,50,34.6,0.0,Rainy
2025-04-05,Dammam,41.1,27,26.0,6.2,Rainy
2025-04-05,Dubai,14.1,80,39.8,2.77,Foggy
2025-04-05,Doha,35.2,55,14.9,8.09,Stormy
2025-04-05,Cairo,25.8,93,9.8,0.0,Sunny
2025-04-05,London,12.4,63,0.0,14.03,Windy
2025-04-05,New York,12.5,48,34.1,6.04,Foggy
2025-04-05,Tokyo,39.2,91,17.9,1.08,Foggy
2025-04-05,Paris,37.0,78,32.2,1.71,Rainy
2025-04-05,Sydney,5.1,68,39.9,0.0,Sunny
2025-04-05,Toronto,34.3,54,17.6,5.24,Sunny
2025-04-05,Berlin,30.6,69,32.6,0.0,Foggy
2025-04-05,Mumbai,27.3,78,0.3,0.0,Rainy
2025-04-05,Singapore,14.0,45,5.8,12.0,Cloudy
2025-04-06,Riyadh,9.7,72,13.1,8.58,Cloudy
2025-04-06,Jeddah,16.6,30,15.2,5.29,Windy
2025-04-06,Dammam,20.0,35,4.0,0.0,Sunny
2025-04-06,Dubai,29.0,71,23.4,9.02,Windy
2025-04-06,Doha,35.3,27,15.4,6.64,Rainy
2025-04-06,Cairo,16.9,52,14.7,0.0,Sunny
2025-04-06,London,15.7,21,21.5,1.04,Stormy
2025-04-06,New York,25.7,32,19.0,6.66,Rainy
2025-04-06,Tokyo,5.1,22,21.4,0.0,Stormy
2025-04-06,Paris,15.0,77,19.5,0.57,Partly Cloudy
2025-04-06,Sydney,39.1,42,18.3,5.08,Foggy
2025-04-06,Toronto,25.8,60,37.3,1.95,Foggy
2025-04-06,Berlin,5.2,86,9.1,0.0,Foggy
2025-04-06,Mumbai,35.8,25,16.7,0.24,Windy
2025-04-06,Singapore,23.8,33,29.9,6.63,Stormy
2025-04-07,Riyadh,39.0,77,28.3,0.0,Partly Cloudy
2025-04-07,Jeddah,23.7,32,20.3,0.69,Windy
2025-04-07,Dammam,34.4,57,26.9,7.62,Sunny
2025-04-07,Dubai,8.5,58,12.3,0.6,Windy
2025-04-07,Doha,38.1,35,1.3,2.54,Sunny
2025-04-07,Cairo,38.5,50,34.6,5.95,Rainy
2025-04-07,London,31.0,60,17.1,3.54,Cloudy
2025-04-07,New York,11.5,84,23.3,2.13,Cloudy
2025-04-07,Tokyo,38.7,44,1.1,6.97,Stormy
2025-04-07,Paris,6.4,37,24.1,5.55,Windy
2025-04-07,Sydney,26.4,87,21.5,3.91,Windy
2025-04-07,Toronto,41.6,50,28.0,9.2,Foggy
2025-04-07,Berlin,13.0,45,36.8,0.0,Partly Cloudy
2025-04-07,Mumbai,23.5,21,12.9,0.33,Sunny
2025-04-07,Singapore,31.3,31,10.7,9.66,Sunny
2025-04-08,Riyadh,33.6,89,27.3,0.32,Rainy
2025-04-08,Jeddah,8.2,45,30.1,19.95,Stormy
2025-04-08,Dammam,16.0,35,3.7,0.0,Rainy
2025-04-08,Dubai,44.9,70,25.2,3.9,Rainy
2025-04-08,Doha,43.1,51,12.0,2.26,Cloudy
2025-04-08,Cairo,33.6,61,9.5,0.0,Rainy
2025-04-08,London,9.5,21,34.7,3.78,Foggy
2025-04-08,New York,36.0,87,27.0,2.3,Stormy
2025-04-08,Tokyo,24.3,55,14.9,0.0,Sunny
2025-04-08,Paris,36.4,21,33.5,0.0,Cloudy
2025-04-08,Sydney,22.0,56,25.3,3.07,Foggy
2025-04-08,Toronto,37.8,50,4.2,1.37,Rainy
2025-04-08,Berlin,43.3,55,16.1,4.94,Partly Cloudy
2025-04-08,Mumbai,23.1,32,25.9,0.86,Partly Cloudy
2025-04-08,Singapore,9.7,64,11.3,3.1,Windy
2025-04-09,Riyadh,29.3,77,22.6,0.0,Stormy
2025-04-09,Jeddah,17.8,27,24.8,0.0,Sunny
2025-04-09,Dammam,11.9,76,13.0,0.0,Foggy
2025-04-09,Dubai,10.9,79,17.5,4.6,Sunny
2025-04-09,Doha,25.8,80,31.5,0.0,Windy
2025-04-09,Cairo,11.5,72,23.0,0.0,Foggy
2025-04-09,London,37.8,27,30.5,6.72,Sunny
2025-04-09,New York,29.7,51,23.8,0.0,Partly Cloudy
2025-04-09,Tokyo,39.0,93,5.8,3.34,Cloudy
2025-04-09,Paris,12.3,94,25.6,2.34,Windy
2025-04-09,Sydney,32.0,56,33.9,0.0,Cloudy
2025-04-09,Toronto,27.0,37,19.9,0.0,Foggy
2025-04-09,Berlin,40.4,72,5.8,0.0,Sunny
2025-04-09,Mumbai,25.1,20,12.4,0.0,Sunny
2025-04-09,Singapore,10.7,29,36.9,1.47,Windy
2025-04-10,Riyadh,44.6,74,9.8,0.93,Rainy
2025-04-10,Jeddah,21.4,37,18.0,6.84,Stormy
2025-04-10,Dammam,12.5,42,29.2,0.0,Cloudy
2025-04-10,Dubai,27.2,60,35.2,2.07,Windy
2025-04-10,Doha,33.8,42,6.4,7.48,Stormy
2025-04-10,Cairo,18.4,77,21.5,3.91,Cloudy
2025-04-10,London,13.2,89,8.6,0.0,Rainy
2025-04-10,New York,10.6,50,37.8,3.45,Stormy
2025-04-10,Tokyo,18.8,43,35.6,7.13,Stormy
2025-04-10,Paris,18.0,61,0.6,9.16,Partly Cloudy
2025-04-10,Sydney,12.8,57,30.1,1.33,Cloudy
2025-04-10,Toronto,11.5,88,37.7,0.23,Sunny
2025-04-10,Berlin,14.0,48,0.5,0.18,Rainy
2025-04-10,Mumbai,29.5,53,19.4,0.0,Windy
2025-04-10,Singapore,16.6,70,22.3,13.38,Partly Cloudy
2025-04-11,Riyadh,8.5,32,1.4,6.61,Windy
2025-04-11,Jeddah,12.1,84,28.9,2.8,Foggy
2025-04-11,Dammam,27.5,46,2.0,0.0,Rainy
2025-04-11,Dubai,19.5,71,8.3,4.98,Cloudy
2025-04-11,Doha,23.7,44,26.6,0.0,Partly Cloudy
2025-04-11,Cairo,23.7,62,39.0,6.06,Foggy
2025-04-11,London,22.1,35,25.0,2.45,Windy
2025-04-11,New York,32.1,68,1.8,0.0,Partly Cloudy
2025-04-11,Tokyo,36.8,27,33.6,1.0,Sunny
2025-04-11,Paris,16.8,42,3.7,0.0,Foggy
2025-04-11,Sydney,40.6,40,32.4,2.54,Cloudy
2025-04-11,Toronto,23.1,32,11.9,4.6,Sunny
2025-04-11,Berlin,6.0,62,35.7,0.0,Foggy
2025-04-11,Mumbai,25.5,58,12.1,0.0,Stormy
2025-04-11,Singapore,32.9,66,3.7,3.68,Partly Cloudy
2025-04-12,Riyadh,30.9,78,32.6,0.0,Cloudy
2025-04-12,Jeddah,10.7,30,23.7,0.21,Cloudy
2025-04-12,Dammam,43.9,84,26.3,0.0,Stormy
2025-04-12,Dubai,35.0,87,35.7,7.25,Rainy
2025-04-12,Doha,43.2,80,5.9,4.32,Sunny
2025-04-12,Cairo,15.8,80,30.1,2.13,Cloudy
2025-04-12,London,22.8,77,39.4,0.0,Sunny
2025-04-12,New York,15.4,43,8.7,0.0,Foggy
2025-04-12,Tokyo,32.1,56,2.3,0.0,Cloudy
2025-04-12,Paris,29.3,76,27.6,2.72,Cloudy
2025-04-12,Sydney,35.4,42,32.5,0.0,Partly Cloudy
2025-04-12,Toronto,25.5,40,2.8,0.0,Cloudy
2025-04-12,Berlin,15.6,65,13.1,3.52,Partly Cloudy
2025-04-12,Mumbai,21.7,89,23.2,1.79,Cloudy
2025-04-12,Singapore,16.6,51,21.8,6.47,Cloudy
2025-04-13,Riyadh,34.6,78,7.1,0.0,Stormy
2025-04-13,Jeddah,28.8,95,31.8,0.0,Stormy
2025-04-13,Dammam,42.9,38,34.2,0.0,Stormy
2025-04-13,Dubai,18.9,22,24.8,11.22,Stormy
2025-04-13,Doha,10.2,56,8.0,6.47,Windy
2025-04-13,Cairo,43.2,56,35.2,0.0,Sunny
2025-04-13,London,25.5,49,32.7,0.0,Windy
2025-04-13,New York,15.9,93,12.3,7.4,Stormy
2025-04-13,Tokyo,10.3,91,36.3,9.08,Cloudy
2025-04-13,Paris,11.1,70,8.4,0.0,Foggy
2025-04-13,Sydney,44.4,55,38.7,0.0,Stormy
2025-04-13,Toronto,37.5,79,33.9,8.52,Rainy
2025-04-13,Berlin,8.0,86,9.3,0.0,Stormy
2025-04-13,Mumbai,39.4,37,20.7,3.83,Cloudy
2025-04-13,Singapore,10.8,92,13.7,4.4,Cloudy
2025-04-14,Riyadh,11.2,59,1.2,0.0,Partly Cloudy
2025-04-14,Jeddah,20.2,90,30.1,2.32,Cloudy
2025-04-14,Dammam,44.4,63,34.8,0.0,Rainy
